"";"round";"good";"seller";"buyer";"price";"quantity"
"85";21;"intermediate_good";"firm_0";"firm_1";1;1
"86";21;"consumption_good";"firm_1";"household_1";1;1
"87";21;"consumption_good";"firm_1";"household_0";1;1
"88";22;"intermediate_good";"firm_0";"firm_1";1;1
"89";22;"consumption_good";"firm_1";"household_1";1;1
"90";22;"consumption_good";"firm_1";"household_0";1;1
"91";11;"labor";"household_0";"firm_0";1;1
"92";11;"labor";"household_1";"firm_1";1;1
"93";23;"intermediate_good";"firm_0";"firm_1";1;1
"94";23;"consumption_good";"firm_1";"household_1";1;1
"95";23;"consumption_good";"firm_1";"household_0";1;1
"96";12;"labor";"household_0";"firm_0";1;1
"97";12;"labor";"household_1";"firm_1";1;1
"98";24;"intermediate_good";"firm_0";"firm_1";1;1
"99";24;"consumption_good";"firm_1";"household_1";1;1
"100";24;"consumption_good";"firm_1";"household_0";1;1
"101";25;"intermediate_good";"firm_0";"firm_1";1;1
"102";25;"consumption_good";"firm_1";"household_1";1;1
"103";25;"consumption_good";"firm_1";"household_0";1;1
"104";13;"labor";"household_0";"firm_0";1;1
"105";13;"labor";"household_1";"firm_1";1;1
"106";26;"intermediate_good";"firm_0";"firm_1";1;1
"107";26;"consumption_good";"firm_1";"household_1";1;1
"108";26;"consumption_good";"firm_1";"household_0";1;1
"109";14;"labor";"household_0";"firm_0";1;1
"110";14;"labor";"household_1";"firm_1";1;1
"111";27;"intermediate_good";"firm_0";"firm_1";1;1
"112";27;"consumption_good";"firm_1";"household_1";1;1
"113";27;"consumption_good";"firm_1";"household_0";1;1
"114";28;"intermediate_good";"firm_0";"firm_1";1;1
"115";28;"consumption_good";"firm_1";"household_1";1;1
"116";28;"consumption_good";"firm_1";"household_0";1;1
"117";15;"labor";"household_0";"firm_0";1;1
"118";15;"labor";"household_1";"firm_1";1;1
"119";29;"intermediate_good";"firm_0";"firm_1";1;1
"120";29;"consumption_good";"firm_1";"household_1";1;1
"121";29;"consumption_good";"firm_1";"household_0";1;1
"122";16;"labor";"household_0";"firm_0";1;1
"123";16;"labor";"household_1";"firm_1";1;1
"124";30;"intermediate_good";"firm_0";"firm_1";1;1
"125";30;"consumption_good";"firm_1";"household_1";1;1
"126";30;"consumption_good";"firm_1";"household_0";1;1
"127";17;"labor";"household_1";"firm_1";1;1
"128";17;"labor";"household_0";"firm_0";1;1
"129";18;"labor";"household_1";"firm_1";1;1
"130";18;"labor";"household_0";"firm_0";1;1
"131";19;"labor";"household_1";"firm_1";1;1
"132";19;"labor";"household_0";"firm_0";1;1
"133";20;"labor";"household_1";"firm_1";1;1
"134";20;"labor";"household_0";"firm_0";1;1
"135";21;"labor";"household_1";"firm_1";1;1
"136";21;"labor";"household_0";"firm_0";1;1
"137";22;"labor";"household_1";"firm_1";1;1
"138";22;"labor";"household_0";"firm_0";1;1
"139";23;"labor";"household_1";"firm_1";1;1
"140";23;"labor";"household_0";"firm_0";1;1
"141";24;"labor";"household_1";"firm_1";1;1
"142";24;"labor";"household_0";"firm_0";1;1
"143";25;"labor";"household_1";"firm_1";1;1
"144";25;"labor";"household_0";"firm_0";1;1
"145";26;"labor";"household_1";"firm_1";1;1
"146";26;"labor";"household_0";"firm_0";1;1
"147";27;"labor";"household_1";"firm_1";1;1
"148";27;"labor";"household_0";"firm_0";1;1
"149";28;"labor";"household_1";"firm_1";1;1
"150";28;"labor";"household_0";"firm_0";1;1
"151";29;"labor";"household_1";"firm_1";1;1
"152";29;"labor";"household_0";"firm_0";1;1
"153";30;"labor";"household_1";"firm_1";1;1
"154";30;"labor";"household_0";"firm_0";1;1
"155";31;"labor";"household_1";"firm_1";1;1
"156";31;"labor";"household_0";"firm_0";1;1
"157";31;"intermediate_good";"firm_0";"firm_1";1;1
"158";31;"consumption_good";"firm_1";"household_1";1;1
"159";31;"consumption_good";"firm_1";"household_0";1;1
"160";32;"intermediate_good";"firm_0";"firm_1";1;1
"161";32;"labor";"household_0";"firm_0";1;1
"162";32;"labor";"household_1";"firm_1";1;1
"163";32;"consumption_good";"firm_1";"household_1";1;1
"164";32;"consumption_good";"firm_1";"household_0";1;1
"165";33;"intermediate_good";"firm_0";"firm_1";1;1
"166";33;"labor";"household_0";"firm_0";1;1
"167";33;"consumption_good";"firm_1";"household_1";1;1
"168";33;"consumption_good";"firm_1";"household_0";1;1
"169";33;"labor";"household_1";"firm_1";1;1
"170";34;"consumption_good";"firm_1";"household_1";1;1
"171";34;"consumption_good";"firm_1";"household_0";1;1
"172";34;"intermediate_good";"firm_0";"firm_1";1;1
"173";34;"labor";"household_0";"firm_0";1;1
"174";34;"labor";"household_1";"firm_1";1;1
"175";35;"consumption_good";"firm_1";"household_1";1;1
"176";35;"consumption_good";"firm_1";"household_0";1;1
"177";35;"intermediate_good";"firm_0";"firm_1";1;1
"178";35;"labor";"household_1";"firm_1";1;1
"179";35;"labor";"household_0";"firm_0";1;1
"180";36;"intermediate_good";"firm_0";"firm_1";1;1
"181";36;"labor";"household_1";"firm_1";1;1
"182";36;"labor";"household_0";"firm_0";1;1
"183";36;"consumption_good";"firm_1";"household_1";1;1
"184";36;"consumption_good";"firm_1";"household_0";1;1
"185";37;"intermediate_good";"firm_0";"firm_1";1;1
"186";37;"consumption_good";"firm_1";"household_1";1;1
"187";37;"consumption_good";"firm_1";"household_0";1;1
"188";37;"labor";"household_1";"firm_1";1;1
"189";37;"labor";"household_0";"firm_0";1;1
"190";38;"intermediate_good";"firm_0";"firm_1";1;1
"191";38;"labor";"household_0";"firm_0";1;1
"192";38;"labor";"household_1";"firm_1";1;1
"193";38;"consumption_good";"firm_1";"household_1";1;1
"194";38;"consumption_good";"firm_1";"household_0";1;1
"195";39;"intermediate_good";"firm_0";"firm_1";1;1
"196";39;"labor";"household_0";"firm_0";1;1
"197";39;"consumption_good";"firm_1";"household_1";1;1
"198";39;"consumption_good";"firm_1";"household_0";1;1
"199";39;"labor";"household_1";"firm_1";1;1
